정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
전동교회,35200,2448,8073,2448,8073,0,350
전득이고개입구,90187,14,96,14,96,0,3
전득이고개입구,90188,9,50,8,50,1,1
전들,43477,44,0,44,0,0,1
전들,43835,1,52,1,52,0,1
전등사남문,43515,137,394,135,394,2,17
전등사남문,43893,360,91,360,91,0,15
전등사동문,43521,168,872,166,872,2,34
전등사동문,43895,536,353,533,353,3,29
전소,35231,6706,5226,6693,5226,13,397
전소,35232,6424,6251,6422,6251,2,422
전원마을.김포한강롯데캐슬,35210,618,456,618,456,0,35
전원미술관앞,43387,239,13,236,13,3,8
전원미술관앞,43810,6,324,6,324,0,11
전인연립(종점),40132,126,357,126,357,0,16
절아래,90401,3,22,3,22,0,0
절아래,90402,32,8,30,8,2,1
점촌,43414,35,9,29,9,6,1
점촌,43806,1,26,1,26,0,0
젓개마을,35828,1,138,1,138,0,4
젓개마을,35829,2,5,2,5,0,0
젓개마을입구,35322,2,18,2,18,0,0
정광아파트(병무청),37008,4732,13,4732,13,0,158
정광아파트(병무청),37009,18,4991,18,4991,0,166
정광아파트.만수주공11단지,39476,7047,7416,7045,7416,2,482
정광아파트.만수주공11단지,39477,7324,4465,7317,4465,7,392
정기무역,35083,1731,219,1724,219,7,65
정다운그린빌,92024,2178,3879,2178,3879,0,201
정든마을아파트,40055,2410,4226,2410,4226,0,221
정든마을아파트,40057,4600,2245,4600,2245,0,228
정병원,40413,5800,4902,5800,4902,0,356
정부인천지방합동청사,37386,37483,16743,37475,16743,8,1807
정부인천지방합동청사,37388,27537,33416,27531,33416,6,2031
정비단지,37005,2480,1645,2480,1645,0,137
정비단지,37006,1047,2739,1047,2739,0,126
정서진삼거리,89234,0,420,0,420,0,14
정석항공과학고,37168,23346,4861,23345,4861,1,940
정석항공과학고,37170,11125,32651,11124,32651,1,1459
정수사입구,43404,31,2,31,2,0,1
정수사입구,43436,27,34,27,34,0,2
정하,43183,67,6,67,6,0,2
정하,43208,5,21,5,21,0,0
제물포시장,37310,787,599,787,599,0,46
제물포시장,37311,836,795,836,795,0,54
제물포신협(구박문여고),36003,10226,4687,10223,4687,3,497
제물포신협(구박문여고),37499,5156,7524,5153,7524,3,422
제물포여자중학교,37288,3854,2176,3854,2176,0,201
제물포여자중학교,37290,5785,5265,5783,5265,2,368
제물포여자중학교,37298,7595,10139,7595,10139,0,591
제물포역,37355,59582,36939,59569,36939,13,3217
제물포역,37364,32169,22244,32160,22244,9,1813
제물포역,37496,36018,45579,36017,45579,1,2719
제물포역,37498,22064,5621,22064,5621,0,922
제물포역,37502,31630,39863,31625,39863,5,2383
제물포역(동양빌딩),37339,1371,6477,1371,6477,0,261
제물포중학교,42064,3246,9592,3235,9592,11,427
제물포중학교,42065,9765,3410,9726,3410,39,439
제운사거리,37177,7746,2663,7743,2663,3,346
제운사거리,37184,4030,11039,4030,11039,0,502
제운사거리(청년창업특화거리),37175,3347,5507,3346,5507,1,295
제운사거리(청년창업특화거리),37534,4994,6421,4985,6421,9,380
제일시장,37316,7037,6595,7037,6595,0,454
제일시장,37329,10092,11335,10089,11335,3,714
제일시장사거리,37667,1147,695,1147,695,0,61
제일주유소,57020,2273,1253,2273,1253,0,117
제일주유소,57021,874,3392,874,3392,0,142
제일풍경채,42833,3463,3448,3463,3448,0,230
제일풍경채1차정문앞,89350,1693,1709,1693,1709,0,113
제일풍경채2차,89349,9,191,9,191,0,6
제일풍경채2차321동앞,42866,3404,1248,3404,1248,0,155
제일풍경채2차321동앞,42873,334,1189,334,1189,0,50
제일풍경채2차323동앞,42891,6929,6928,6927,6928,2,461
제일풍경채2차331동앞,42989,1957,3347,1957,3347,0,176
제적봉앞마을,90060,0,5,0,5,0,0
제적봉입구,43654,3,29,3,29,0,1
제적봉입구,43686,3,4,2,4,1,0
조광교회입구,43533,4,0,4,0,0,0
조광교회입구,43868,1,23,1,23,0,0
조달청(한양2차아파트),37511,6543,13024,6540,13024,3,652
조달청비축기지,35114,1483,3239,1482,3239,1,157
조달청비축기지,35115,3595,1826,3584,1826,11,180
조동초등학교,39464,2936,1926,2936,1926,0,162
조동초등학교,39465,28,1258,28,1258,0,42
조리미입구,80068,1264,76,1264,76,0,44
조리미입구,80069,49,1190,49,1190,0,41
조바위,90350,1,14,1,14,0,0
조바위,90351,15,3,15,3,0,0
조산,43192,11,87,10,87,1,3
조산,43334,122,17,120,17,2,4
조산교회,43172,8,33,8,33,0,1
조산교회,43338,73,6,70,6,3,2
조산초등학교,43189,36,257,34,257,2,9
조산초등학교,43593,227,28,222,28,5,8
종갱이,43180,66,143,66,143,0,6
종갱이,43288,116,62,115,62,1,5
종근당,40002,347,13,347,13,0,12
종근당,40005,11,769,11,769,0,26
종근당.충정로역,11002,165,7479,165,7479,0,254
종로약국,57005,850,1043,850,1043,0,63
종로약국,57007,1860,871,1860,871,0,91
종생마을,80161,867,131,860,131,7,33
종생마을,80162,146,1343,144,1343,2,49
종점(병무청),37014,2267,3212,2267,3212,0,182
종합터미널,37242,43628,21522,43614,21522,14,2171
종합터미널,39177,14258,37175,14257,37175,1,1714
종현동정보화마을,62043,33,136,33,136,0,5
종현동정보화마을,62044,134,41,134,41,0,5
좌동교차로,89371,4,94,4,94,0,3
좌동마을,42452,165,71,165,71,0,7
좌동마을,89253,114,177,114,177,0,9
좌동마을입구,42456,23,85,23,85,0,3
좌동마을입구,42928,241,38,241,38,0,9
주거단지,35118,410,407,410,407,0,27
주거단지,35120,221,816,221,816,0,34
주공12단지,35082,1118,239,1118,239,0,45
주공12단지,35084,623,773,623,773,0,46
주공6단지후문,40453,3214,2537,3214,2537,0,191
주공뜨란채아파트,40708,3273,3334,3273,3334,0,220
주공뜨란채아파트,40803,3886,2976,3886,2976,0,228
주공아파트,40867,408,981,408,981,0,46
주물단지,42291,1392,4174,1392,4174,0,185
주안1동행정복지센터,37385,5255,7274,5255,7274,0,417
주안4동행정복지센터,37333,230,268,230,268,0,16
주안4동행정복지센터,37335,64,462,64,462,0,17
주안5동행정복지센터,37526,732,902,732,902,0,54
주안7동행정복지센터,37214,19040,20789,19023,20789,17,1327
주안7동행정복지센터,37216,23087,17196,23070,17196,17,1342
주안국가산단역,37583,7330,850,7330,850,0,272
주안국가산단역,37584,52,2337,52,2337,0,79
주안남초등학교,37283,8148,8617,8148,8617,0,558
주안남초등학교,37284,11517,4856,11517,4856,0,545
주안남초등학교,37683,4,40,4,40,0,1
주안도서관·미추홀구평생학습관,37341,807,386,807,386,0,39
주안도서관·미추홀구평생학습관,37342,540,706,540,706,0,41
주안매매단지,37586,258,208,258,208,0,15
주안북부역,37418,18403,13186,18403,13186,0,1052
주안북부역,37420,17540,12735,17540,12735,0,1009
주안북초등학교,37417,4428,8108,4428,8108,0,417
주안사거리,37330,18094,11906,18085,11906,9,1000
주안사거리,37514,3007,10634,3007,10634,0,454
주안시범공단,39927,203,508,203,508,0,23
주안아파트,37207,983,2425,979,2425,4,113
주안아파트,37209,1370,1303,1363,1303,7,89
주안역,37387,84514,32200,84471,32200,43,3890
주안역,37389,19298,75548,19298,75548,0,3161
주안역,37402,1040,3799,1040,3799,0,161
주안역,37506,25149,17001,25121,17001,28,1405
주안역센트레빌아파트,37430,7980,9976,7980,9976,0,598
주안역센트레빌아파트정문,37490,860,890,860,890,0,58
주안역환승정류장,37503,91387,68734,91386,68734,1,5337
주안역환승정류장,37617,142568,114307,142568,114307,0,8562
주안파크자이더플래티넘아파트,37201,20008,10475,19999,10475,9,1016
주안파크자이더플래티넘아파트,37204,10489,20786,10465,20786,24,1042
주안현대아파트·지웰에스테이트,37358,17617,16252,17604,16252,13,1128
주원고개,39377,1416,3731,1414,3731,2,171
주원고개,39396,3541,7694,3538,7694,3,374
주적골,39510,714,1901,712,1901,2,87
주적골,39608,557,1038,557,1038,0,53
주택마을,90230,10,112,9,112,1,4
중고차매매단지엠파크허브,42038,429,652,429,652,0,36
중곡고개,43935,9,0,9,0,0,0
중구노인복지회관,35151,12582,10799,12581,10799,1,779
중구노인복지회관,35152,12930,11555,12925,11555,5,816
중구문화회관,35466,2,777,2,777,0,25
중구문화회관,35467,2093,462,2091,462,2,85
중구청,35157,2978,1460,2978,1460,0,147
중구청,35159,937,3158,937,3158,0,136
중구청소년수련관.하늘중학교,35824,2610,983,2610,983,0,119
중구청입구,35894,22,185,22,185,0,6
중독고개,43936,23,18,23,18,0,1
중봉로교차로,89420,1633,2234,1633,2234,0,128
중봉로교차로,89421,1292,779,1292,779,0,69
중부고용노동청(인천고용센터),39222,664,652,663,652,1,43
중부고용노동청(인천고용센터),39223,613,567,613,567,0,39
중산고등학교,35868,479,475,479,475,0,31
중산고등학교,35869,1305,1008,1305,1008,0,77
중산교차로,35652,863,549,863,549,0,47
중산교차로,35653,432,3176,432,3176,0,120
중산동,35247,432,697,432,697,0,37
중산동,35305,2014,610,2014,610,0,87
중산동(중촌),35272,684,1506,684,1506,0,73
중산동(중촌),35278,12,248,12,248,0,8
중산중고등학교,35817,268,229,268,229,0,16
중산중고등학교,35818,184,31,183,31,1,7
중산중학교,35656,1568,716,1568,716,0,76
중산중학교,35657,964,1421,964,1421,0,79
중앙공영아파트,41268,3508,1213,3508,1213,0,157
중앙공원사거리,39189,421,612,421,612,0,34
중앙방앗간,35852,11,27,11,27,0,1
중앙방앗간,35853,20,27,20,27,0,1
중앙사료,42014,1939,1441,1939,1441,0,112
중앙사료,42015,607,1048,607,1048,0,55
중앙산부인과,70176,10,295,10,295,0,10
중앙산부인과,70230,436,96,436,96,0,17
중앙시장,90125,2368,829,2306,829,62,106
중앙시장.고려궁지입구,43067,1334,1713,1328,1713,6,101
중앙아파트,40409,671,791,671,791,0,48
중앙아파트,42315,3005,2042,3005,2042,0,168
중앙하이츠,41110,3972,12200,3970,12200,2,539
중앙호수공원입구(호반베르디움),89245,21,527,21,527,0,18
중원고등학교,55078,2294,868,2294,868,0,105
중촌,43252,145,3,141,3,4,4
중촌,43369,4,62,4,62,0,2
중촌교차로,35436,161,606,161,606,0,25
중촌교차로,35443,1050,361,1050,361,0,47
중혈마을,43176,6,33,6,33,0,1
중혈마을,43299,84,2,80,2,4,2
중흥S클래스,42832,2563,1726,2563,1726,0,142
중흥S클래스,42847,865,561,863,561,2,47
중흥S클래스1차,42844,443,858,443,858,0,43
중흥S클래스1차,42845,680,636,680,636,0,43
중흥S클래스2단지,42771,4672,1673,4671,1673,1,211
중흥S클래스2단지(북측),42856,4239,1056,4239,1056,0,176
중흥마을.은하마을,55070,642,296,642,296,0,31
지랏돌,90071,119,17,115,17,4,4
지랏돌,90072,0,24,0,24,0,0
지산리,90436,20,34,20,34,0,1
지산리입구,43310,8,12,8,12,0,0
지산리입구,43751,4,22,4,22,0,0
지산입구(용진),43538,26,1,26,1,0,0
지산입구(용진),43679,0,21,0,21,0,0
지석리마을회관,90274,17,10,17,10,0,0
지석리망향단입구,90273,2,7,2,7,0,0
지석리오현부락,90275,53,74,53,74,0,4
지석초등학교입구,90277,10,4,10,4,0,0
지식정보단지역,38373,10544,1532,10544,1532,0,402
지식정보단지역,38403,11162,1440,11162,1440,0,420
지식정보단지역,38404,712,10129,712,10129,0,361
지식정보단지역(4번출구),38380,735,10813,735,10813,0,384
진고개(5연대입구),43380,173,104,173,104,0,9
진고개(5연대입구),43794,27,173,24,173,3,6
진광횟집앞,43507,14,3,14,3,0,0
진광횟집앞,43541,2,10,1,10,1,0
진달래아파트,37600,24,804,24,804,0,27
진도로르빌아파트,37471,3482,8680,3482,8680,0,405
진두방앗간,44129,0,21,0,21,0,0
진두방앗간,44195,9,0,7,0,2,0
진산과학고등학교,40640,9,437,9,437,0,14
진산과학고등학교,40915,91,5,91,5,0,3
진산중학교,40575,1170,2413,1170,2413,0,119
진산초등학교,40614,1042,3893,1042,3893,0,164
진산초등학교,40633,1,231,1,231,0,7
진산초등학교,40914,259,12,259,12,0,9
진솔인더스트리,89447,207,12,207,12,0,7
진솔인더스트리,89448,4,255,4,255,0,8
진주5단지503동앞,42089,3536,2891,3536,2891,0,214
진주상가,42544,3710,288,3706,288,4,133
진주아파트2단지6동,42084,128,7228,125,7228,3,245
진주아파트2단지·가좌시장,42092,398,11902,387,11902,11,410
진주아파트3단지,42086,8863,155,8832,155,31,300
진주아파트4단지,42077,3704,170,3694,170,10,129
진표에너지,42548,0,332,0,332,0,11
진흥아파트,37190,2640,2283,2634,2283,6,164
진흥아파트,37193,2557,3153,2556,3153,1,190
진흥아파트,37240,5402,4038,5402,4038,0,314
진흥아파트,37243,5772,9648,5770,9648,2,514
진흥아파트,39297,7673,7509,7673,7509,0,506
집단에너지,39064,172,131,172,131,0,10
집단에너지시설,39065,109,182,109,182,0,9
짓절미,43485,19,8,19,8,0,0
짓절미,43713,5,14,5,14,0,0
찬우물,39179,1205,3258,1203,3258,2,148
찬우물,39188,1637,807,1637,807,0,81
찬우물,43048,104,240,104,240,0,11
찬우물약수터,43851,133,262,132,262,1,13
참빛감리교회,42437,16946,11666,16941,11666,5,953
참좋은집,36160,417,53,415,53,2,15
참좋은집,36161,59,368,59,368,0,14
창2리마을회관앞,90479,64,167,62,167,2,7
창2리마을회관앞,90480,133,74,128,74,5,6
창골,43549,271,162,263,162,8,14
창리,43052,235,328,235,328,0,18
창리,43902,5,107,5,107,0,3
창리,43903,33,2,32,2,1,1
창신초등학교,42620,3703,4528,3702,4528,1,274
창신초등학교,42621,5089,5334,5086,5334,3,347
창후1리마을회관,43595,97,1,97,1,0,3
창후1리마을회관,43783,1,168,1,168,0,5
창후리입구,43604,160,12,153,12,7,5
창후리입구,43830,47,236,45,236,2,9
창후리종점,43774,57,110,52,110,5,5
창후정미소,43461,87,3,86,3,1,3
창후정미소,43600,6,44,6,44,0,1
채석장,38179,1171,456,1171,456,0,54
채플 갤러리,90422,3,0,3,0,0,0
채플 갤러리,90423,0,17,0,17,0,0
천곡,43409,105,2,100,2,5,3
천곡,43827,13,158,13,158,0,5
천촌,43411,10,98,10,98,0,3
천촌,43795,142,2,138,2,4,4
철곶,43653,12,22,9,22,3,1
철곶,43759,19,1,16,1,3,0
철산리검문소,43957,4,14,4,14,0,0
철산리검문소,43958,20,2,20,2,0,0
철산리입구,43685,22,9,22,9,0,1
철산리입구,43741,29,72,29,72,0,3
첨단초등학교,92014,472,4405,472,4405,0,162
청광플러스원101동앞,92070,423,3589,423,3589,0,133
청광플러스원102동앞,39946,769,117,769,117,0,29
청광플러스원아파트,39775,6182,3098,6182,3098,0,309
청광플러스원아파트,39786,2660,8162,2660,8162,0,360
청능로사거리,39622,41868,17008,41843,17008,25,1962
청능로사거리,39623,18539,39626,18494,39626,45,1938
청라1동행정복지센터,42744,12804,5244,12804,5244,0,601
청라1동행정복지센터,42745,6649,10251,6649,10251,0,563
청라1호문화공원,89471,5,0,5,0,0,0
청라2동행정복지센터,89039,2860,723,2860,723,0,119
청라2동행정복지센터,89042,1457,3271,1457,3271,0,157
청라3동행정복지센터,89374,1342,6574,1342,6574,0,263
청라3동행정복지센터,89375,7619,964,7619,964,0,286
청라BRT차고지입구,89336,6,632,6,632,0,21
청라BRT차고지입구,89337,565,26,565,26,0,19
청라BRT통합차고지,89508,14,139,14,139,0,5
청라BRT통합차고지,89522,274,13,274,13,0,9
청라고등학교,42784,2466,902,2466,902,0,112
청라고등학교,42785,1304,2343,1304,2343,0,121
청라골프아카데미,89255,113,72,113,72,0,6
청라골프아카데미,89256,69,131,69,131,0,6
청라국제도서관,42922,37,262,37,262,0,9
청라국제도서관,42923,321,85,321,85,0,13
청라국제도시역,89270,54790,37662,54790,37662,0,3081
청라국제도시역(경명대로),89034,8141,9325,8141,9325,0,582
청라국제도시역(서부산단방향),89043,25324,45642,25321,45642,3,2365
청라국제도시역(청라국제교방향),89215,47464,24874,47458,24874,6,2411
청라국제도시역푸르지오시티,89523,1426,4293,1426,4293,0,190
청라국제도시역푸르지오시티,89524,4922,2132,4922,2132,0,235
청라국제어린이집,89289,317,53,317,53,0,12
청라국제업무단지(골드클래스),42984,1030,439,1030,439,0,48
청라꽃농원,42991,145,99,145,99,0,8
청라달튼국제학교,42895,1674,609,1673,609,1,76
청라달튼국제학교,89121,990,988,990,988,0,65
청라도,42931,23,123,23,123,0,4
청라도,89127,5,72,5,72,0,2
청라디이스트,42961,181,1244,181,1244,0,47
청라디이스트(562동),42962,2141,3204,2141,3204,0,178
청라디이스트(567동),89017,540,154,540,154,0,23
청라로데오시티포레안,89419,99,406,99,406,0,16
청라로봇랜드,89246,35,8,35,8,0,1
청라로봇랜드,89247,0,58,0,58,0,1
청라모아미래도아파트604동,89344,3697,3431,3696,3431,1,237
청라모아미래도아파트정문,89353,20,8,20,8,0,0
청라백세요양병원,42944,212,127,212,127,0,11
청라백세요양병원,89179,229,330,229,330,0,18
청라복합문화센터,89218,263,1616,263,1616,0,62
청라복합문화센터,89219,1219,280,1219,280,0,49
청라센텀로제비앙,89295,1440,1932,1440,1932,0,112
청라센텀로제비앙,89296,2228,1717,2228,1717,0,131
청라센텀로제비앙정문앞,89346,4,96,4,96,0,3
청라센트럴에일린의뜰,42834,5437,4464,5435,4464,2,330
청라센트럴에일린의뜰104동,42990,3680,1842,3680,1842,0,184
청라센트럴에일린의뜰106동,42892,10328,6019,10325,6019,3,544
청라스타필드,89417,34,115,34,115,0,4
청라스타필드,89418,84,207,84,207,0,9
청라시티프라디움,89334,1864,2584,1864,2584,0,148
청라시티프라디움,89335,3310,1402,3301,1402,9,157
청라우미린,42862,741,5114,740,5114,1,195
청라우미린아파트,89290,3590,12496,3590,12496,0,536
청라웰카운티221동,89288,74,451,74,451,0,17
청라웰카운티223동,42997,1107,218,1107,218,0,44
청라자이,42742,10617,2930,10617,2930,0,451
청라중앙호수공원입구,89021,13811,10019,13811,10019,0,794
청라중앙호수공원입구,89024,9206,15858,9206,15858,0,835
청라중학교,42848,1052,1986,1052,1986,0,101
청라초등학교,89281,6765,7364,6765,7364,0,470
청라초등학교,89282,5357,7828,5357,7828,0,439
청라파크자이상가,89299,668,814,667,814,1,49
청라파크자이상가,89300,562,652,562,652,0,40
청라푸르지오,89217,771,1503,771,1503,0,75
